symbol,name,type,region,
603888,新华网,stock,sh,
600315,上海家化,stock,sh,
600975,新五丰,stock,sh,
603132,金徽股份,stock,sh,
600771,广誉远,stock,sh,
603300,海南华铁,stock,sh,
600835,上海机电,stock,sh,
603517,绝味食品,stock,sh,
603733,仙鹤股份,stock,sh,
688629,华丰科技,stock,sh,
688322,奥比中光,stock,sh,
603218,日月股份,stock,sh,
600552,凯盛科技,stock,sh,
600740,山西焦化,stock,sh,
600961,株冶集团,stock,sh,
600399,抚顺特钢,stock,sh,
605198,安德利,stock,sh,
688055,龙腾光电,stock,sh,
603279,景津装备,stock,sh,
600729,重庆百货,stock,sh,
603025,大豪科技,stock,sh,
603277,银都股份,stock,sh,
600285,羚锐制药,stock,sh,
600420,国药现代,stock,sh,
600997,开滦股份,stock,sh,
688739,成大生物,stock,sh,
600335,国机汽车,stock,sh,
688351,微电生理,stock,sh,
600185,格力地产,stock,sh,
603533,掌阅科技,stock,sh,
603005,晶方科技,stock,sh,
600446,金证股份,stock,sh,
601512,中新集团,stock,sh,
688584,上海合晶,stock,sh,
600461,洪城环境,stock,sh,
603983,丸美股份,stock,sh,
603220,中贝通信,stock,sh,
600821,金开新能,stock,sh,
603100,川仪股份,stock,sh,
601005,重庆钢铁,stock,sh,
605111,新洁能,stock,sh,
601778,晶科科技,stock,sh,
601022,宁波远洋,stock,sh,
600861,北京人力,stock,sh,
688097,博众精工,stock,sh,
600459,贵研铂业,stock,sh,
688289,圣湘生物,stock,sh,
600328,中盐化工,stock,sh,
600759,洲际油气,stock,sh,
600211,西藏药业,stock,sh,
605599,菜百股份,stock,sh,
600782,新钢股份,stock,sh,
688686,奥普特,stock,sh,
600908,无锡银行,stock,sh,
603083,剑桥科技,stock,sh,
688076,诺泰生物,stock,sh,
600596,新安股份,stock,sh,
688433,华曙高科,stock,sh,
605020,永和股份,stock,sh,
600728,佳都科技,stock,sh,
600199,金种子酒,stock,sh,
600888,新疆众和,stock,sh,
600864,哈投股份,stock,sh,
688161,威高骨科,stock,sh,
600064,南京高科,stock,sh,
605333,沪光股份,stock,sh,
600273,嘉化能源,stock,sh,
688001,华兴源创,stock,sh,
600640,国脉文化,stock,sh,
688498,源杰科技,stock,sh,
600587,新华医疗,stock,sh,
688556,高测股份,stock,sh,
688779,五矿新能,stock,sh,
603236,移远通信,stock,sh,
601069,西部黄金,stock,sh,
600601,方正科技,stock,sh,
600269,赣粤高速,stock,sh,
600577,精达股份,stock,sh,
600662,外服控股,stock,sh,
600055,万东医疗,stock,sh,
600787,中储股份,stock,sh,
600648,外高桥,stock,sh,
688596,正帆科技,stock,sh,
603690,至纯科技,stock,sh,
603337,杰克股份,stock,sh,
600475,华光环能,stock,sh,
603171,税友股份,stock,sh,
601101,昊华能源,stock,sh,
600710,苏美达,stock,sh,
603919,金徽酒,stock,sh,
688110,东芯股份,stock,sh,
603039,泛微网络,stock,sh,
688107,安路科技,stock,sh,
600718,东软集团,stock,sh,
600409,三友化工,stock,sh,
603567,珍宝岛,stock,sh,
688083,中望软件,stock,sh,
600657,信达地产,stock,sh,
603063,禾望电气,stock,sh,
600575,淮河能源,stock,sh,
600259,广晟有色,stock,sh,
688279,峰?科技,stock,sh,
603103,横店影视,stock,sh,
603866,桃李面包,stock,sh,
603235,天新药业,stock,sh,
688570,天玛智控,stock,sh,
603985,恒润股份,stock,sh,
601200,上海环境,stock,sh,
688549,中巨芯,stock,sh,
600197,伊力特,stock,sh,
600508,上海能源,stock,sh,
603043,广州酒家,stock,sh,
600935,华塑股份,stock,sh,
600330,天通股份,stock,sh,
603619,中曼石油,stock,sh,
600225,*ST卓朗,stock,sh,
600201,生物股份,stock,sh,
603920,世运电路,stock,sh,
688631,莱斯信息,stock,sh,
603678,火炬电子,stock,sh,
603308,应流股份,stock,sh,
600996,贵广网络,stock,sh,
603197,保隆科技,stock,sh,
600195,中牧股份,stock,sh,
600757,长江传媒,stock,sh,
688190,云路股份,stock,sh,
688208,道通科技,stock,sh,
600507,方大特钢,stock,sh,
600773,西藏城投,stock,sh,
601528,瑞丰银行,stock,sh,
688400,凌云光,stock,sh,
600929,雪天盐业,stock,sh,
600917,重庆燃气,stock,sh,
600618,氯碱化工,stock,sh,
600037,歌华有线,stock,sh,
603496,恒为科技,stock,sh,
603588,高能环境,stock,sh,
600206,有研新材,stock,sh,
600267,海正药业,stock,sh,
688522,纳睿雷达,stock,sh,
603358,华达科技,stock,sh,
600993,马应龙,stock,sh,
600775,南京熊猫,stock,sh,
601330,绿色动力,stock,sh,
605168,三人行,stock,sh,
688106,金宏气体,stock,sh,
601860,紫金银行,stock,sh,
600480,凌云股份,stock,sh,
600179,安通控股,stock,sh,
605368,蓝天燃气,stock,sh,
688503,聚和材料,stock,sh,
688105,诺唯赞,stock,sh,
600458,时代新材,stock,sh,
601908,京运通,stock,sh,
601311,骆驼股份,stock,sh,
605577,龙版传媒,stock,sh,
603693,江苏新能,stock,sh,
601609,金田股份,stock,sh,
605011,杭州热电,stock,sh,
605365,立达信,stock,sh,
600114,东睦股份,stock,sh,
600338,西藏珠峰,stock,sh,
603297,永新光学,stock,sh,
688139,海尔生物,stock,sh,
603915,国茂股份,stock,sh,
600058,五矿发展,stock,sh,
600033,福建高速,stock,sh,
603281,江瀚新材,stock,sh,
600556,天下秀,stock,sh,
600976,健民集团,stock,sh,
600869,远东股份,stock,sh,
600305,恒顺醋业,stock,sh,
688007,光峰科技,stock,sh,
688326,经纬恒润,stock,sh,
603128,华贸物流,stock,sh,
603881,数据港,stock,sh,
605116,奥锐特,stock,sh,
600054,黄山旅游,stock,sh,
600649,城投控股,stock,sh,
600301,华锡有色,stock,sh,
600171,上海贝岭,stock,sh,
605008,长鸿高科,stock,sh,
600963,岳阳林纸,stock,sh,
600874,创业环保,stock,sh,
600216,浙江医药,stock,sh,
688523,航天环宇,stock,sh,
603876,鼎胜新材,stock,sh,
688348,昱能科技,stock,sh,
603662,柯力传感,stock,sh,
601686,友发集团,stock,sh,
600063,皖维高新,stock,sh,
600586,金晶科技,stock,sh,
600117,西宁特钢,stock,sh,
601028,玉龙股份,stock,sh,
601279,英利汽车,stock,sh,
600266,城建发展,stock,sh,
603863,松炀资源,stock,sh,
688127,蓝特光学,stock,sh,
600307,酒钢宏兴,stock,sh,
688526,科前生物,stock,sh,
603398,沐邦高科,stock,sh,
600223,福瑞达,stock,sh,
600603,ST广物,stock,sh,
605123,派克新材,stock,sh,
603055,台华新材,stock,sh,
603053,成都燃气,stock,sh,
605507,国邦医药,stock,sh,
600186,莲花控股,stock,sh,
600635,大众公用,stock,sh,
601500,通用股份,stock,sh,
600017,日照港,stock,sh,
600651,飞乐音响,stock,sh,
605099,共创草坪,stock,sh,
600780,通宝能源,stock,sh,
600198,大唐电信,stock,sh,
688362,甬矽电子,stock,sh,
600088,中视传媒,stock,sh,
600783,鲁信创投,stock,sh,
600955,维远股份,stock,sh,
688150,莱特光电,stock,sh,
688123,聚辰股份,stock,sh,
688630,芯?微装,stock,sh,
603013,亚普股份,stock,sh,
688700,东威科技,stock,sh,
600020,中原高速,stock,sh,
600502,安徽建工,stock,sh,
